 0.3396000000000000E+04, 0.4282837452700000E+05, 0.5300000000000001E-04,  110,  110,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    0,-0.8750219729111999E-03, 0.0000000000000000E+00, 0.4135948219964000E-10, 0.0000000000000000E+00             
    2,    1, 0.3923929656546999E-09,-0.4078058352705000E-10, 0.7904611218426999E-11, 0.7929621873674998E-11             
    2,    2,-0.8463591454722000E-04, 0.4893448966831000E-04, 0.4811651403659000E-11, 0.5820135996768000E-11             
    3,    0,-0.1189641481101000E-04, 0.0000000000000000E+00, 0.2887469030519000E-10, 0.0000000000000000E+00             
    3,    1, 0.3804277962386999E-05, 0.2517723939590000E-04, 0.8395207659041997E-11, 0.8448541343654000E-11             
    3,    2,-0.1594791937546000E-04, 0.8361425579193003E-05, 0.7001331048897002E-11, 0.7095213617109001E-11             
    3,    3, 0.3505407245670000E-04, 0.2557438692825000E-04, 0.5093845091152000E-11, 0.5430496027286001E-11             
    4,    0, 0.5128947217438000E-05, 0.0000000000000000E+00, 0.3181747166357000E-10, 0.0000000000000000E+00             
    4,    1, 0.4216315587579000E-05, 0.3763373133749000E-05, 0.1019530516545000E-10, 0.1032288916535999E-10             
    4,    2,-0.9525241716841000E-06,-0.8980875252919002E-05, 0.8267225686759002E-11, 0.8303408349106000E-11             
    4,    3, 0.6456858708429001E-05,-0.1932002183296000E-06, 0.5818309088502000E-11, 0.5827413633319000E-11             
    4,    4, 0.3097574348815999E-06,-0.1287302503160000E-04, 0.3741334232861000E-11, 0.3494060610086000E-11             
    5,    0,-0.1726706781747000E-05, 0.0000000000000000E+00, 0.3228641668015000E-10, 0.0000000000000000E+00             
    5,    1, 0.4837754266083001E-06, 0.2123118822517000E-05, 0.1112419954623000E-10, 0.1124125976572000E-10             
    5,    2,-0.4298110544756000E-05,-0.1165925434385000E-05, 0.9542858832740000E-11, 0.9628523421504999E-11             
    5,    3, 0.3312677273764000E-05, 0.2717222477058000E-06, 0.7639177254584001E-11, 0.7630160401225002E-11             
    5,    4,-0.4640374993623000E-05,-0.3382102331423000E-05, 0.5522043208037999E-11, 0.5530357738738999E-11             
    5,    5,-0.4449808341599000E-05, 0.3779827526790000E-05, 0.3722364922147000E-11, 0.3730557308411000E-11             
    6,    0, 0.1346787349235000E-05, 0.0000000000000000E+00, 0.3483311672406000E-10, 0.0000000000000000E+00             
    6,    1, 0.1802413580679000E-05,-0.1518455793064000E-05, 0.1213981179766000E-10, 0.1224931755253000E-10             
    6,    2, 0.8616576806636999E-06, 0.1469139271730000E-05, 0.1087693411736000E-10, 0.1098935216314000E-10             
    6,    3, 0.9556350622867001E-06, 0.3330044119661000E-06, 0.9221671048422000E-11, 0.9203995349785000E-11             
    6,    4, 0.1008426564787000E-05, 0.2638783027213000E-05, 0.7379357963579998E-11, 0.7353825763285999E-11             
    6,    5, 0.1657662285489000E-05, 0.1622919232268000E-05, 0.5422816151898000E-11, 0.5418124750431000E-11             
    6,    6, 0.2762082681356000E-05, 0.8218361986049001E-06, 0.3418444192868000E-11, 0.3437127292753000E-11             
    7,    0, 0.1059712482908000E-05, 0.0000000000000000E+00, 0.3322671093682001E-10, 0.0000000000000000E+00             
    7,    1, 0.1374984137137000E-05,-0.2272948246138000E-06, 0.1327965967993000E-10, 0.1339459058623000E-10             
    7,    2, 0.2814037279304000E-05,-0.6295441017390001E-06, 0.1214664954629000E-10, 0.1229119814476000E-10             
    7,    3, 0.8804911286161000E-06,-0.3968998128462000E-06, 0.1078789405227000E-10, 0.1077081782016000E-10             
    7,    4, 0.2469004714351000E-05,-0.4221536634237000E-06, 0.9093621008566002E-11, 0.9048301521069998E-11             
    7,    5,-0.1914859101531000E-06,-0.1358568812459000E-05, 0.7307071126803001E-11, 0.7298190871897003E-11             
    7,    6,-0.5592505046382000E-06,-0.1901463606655000E-05, 0.5270256906739000E-11, 0.5254865197911000E-11             
    7,    7, 0.4407569048856999E-06,-0.1775580637551000E-05, 0.3304702980526999E-11, 0.3293226651968000E-11             
    8,    0, 0.1444690009542000E-06, 0.0000000000000000E+00, 0.3327036482728000E-10, 0.0000000000000000E+00             
    8,    1,-0.1325387619549000E-06, 0.7505435557852000E-06, 0.1444047372940000E-10, 0.1454259998992000E-10             
    8,    2, 0.1810382695387000E-05, 0.5071758034228000E-06, 0.1354153995170000E-10, 0.1371967375699000E-10             
    8,    3,-0.1206910549260000E-05,-0.1341432623598000E-05, 0.1230381889309000E-10, 0.1228120451345000E-10             
    8,    4, 0.1588286904231000E-05, 0.1483187187945000E-06, 0.1081276513073000E-10, 0.1074827261392000E-10             
    8,    5,-0.2791517029807000E-05,-0.1630184452488000E-05, 0.9128081078338003E-11, 0.9129487242617998E-11             
    8,    6,-0.9140851046548999E-06,-0.1790079035343000E-05, 0.7369951574628000E-11, 0.7355613256100996E-11             
    8,    7,-0.4739808274381000E-06, 0.1644602741992000E-05, 0.5518158734071999E-11, 0.5522933067433002E-11             
    8,    8,-0.3106078818322000E-06,-0.2503521256076000E-06, 0.3311660464808000E-11, 0.3312023762854000E-11             
    9,    0,-0.2875414825120000E-06, 0.0000000000000000E+00, 0.2266362469271000E-10, 0.0000000000000000E+00             
    9,    1, 0.4209606565471001E-06,-0.4902300243604000E-06, 0.1566700033146001E-10, 0.1576790169021000E-10             
    9,    2, 0.1138692140100000E-05, 0.3822680742104001E-06, 0.1486961064158000E-10, 0.1507695235955000E-10             
    9,    3,-0.9935539906675000E-06,-0.1007717263298000E-05, 0.1389019463687000E-10, 0.1387532916701000E-10             
    9,    4, 0.2948198312772000E-06, 0.1623614193089000E-05, 0.1251434556416000E-10, 0.1241930511705000E-10             
    9,    5,-0.2271687753395000E-05,-0.1549638752942000E-05, 0.1095265113950000E-10, 0.1094698497021000E-10             
    9,    6, 0.8084843358335000E-06, 0.5778892778721000E-06, 0.9279275104265000E-11, 0.9252655119236000E-11             
    9,    7,-0.6181247756444000E-06, 0.8687897146853000E-06, 0.7510354209994999E-11, 0.7521752618951999E-11             
    9,    8, 0.1208112662615000E-05,-0.1461632372177000E-06, 0.5369824182805001E-11, 0.5370936410069001E-11             
    9,    9,-0.1171729828978000E-05,-0.6580898790623001E-06, 0.3028957527117999E-11, 0.3040483175064000E-11             
   10,    0, 0.7268658731984000E-06, 0.0000000000000000E+00, 0.1879590273203000E-10, 0.0000000000000000E+00             
   10,    1, 0.9239956137450001E-06, 0.2232369278818000E-06, 0.1697530758519000E-10, 0.1706702180991000E-10             
   10,    2, 0.7073142215433002E-08,-0.1115816295619000E-05, 0.1632137238088000E-10, 0.1656812166793000E-10             
   10,    3,-0.2990505226568000E-06, 0.4435622808979001E-06, 0.1549341407087001E-10, 0.1547125247876000E-10             
   10,    4,-0.1213937565961000E-05,-0.6987777151247999E-07, 0.1429847309118000E-10, 0.1418164415583000E-10             
   10,    5, 0.4215702002995000E-06,-0.1062878913606000E-05, 0.1279982252706000E-10, 0.1279168454176000E-10             
   10,    6, 0.6694042156015000E-06, 0.1117220183820000E-05, 0.1125157446646000E-10, 0.1121865185170000E-10             
   10,    7, 0.3179727676681000E-06,-0.6201766734388000E-06, 0.9556296274010999E-11, 0.9565975461209000E-11             
   10,    8, 0.5404199528255001E-06, 0.8206831112422998E-06, 0.7744293651211000E-11, 0.7727653268526000E-11             
   10,    9,-0.1457150664370000E-05,-0.1463929485645000E-05, 0.5785058447111999E-11, 0.5785291651204002E-11             
   10,   10,-0.2749975343666000E-06, 0.7532015601097999E-06, 0.3214541852860000E-11, 0.3203380938375000E-11             
   11,    0,-0.2661719220798000E-06, 0.0000000000000000E+00, 0.1978430745568000E-10, 0.0000000000000000E+00             
   11,    1,-0.8168978582526000E-06,-0.2213114707868000E-06, 0.1853863190394000E-10, 0.1861527440157000E-10             
   11,    2,-0.3135307339211000E-06,-0.9940084615579998E-06, 0.1790047564849000E-10, 0.1819634129332000E-10             
   11,    3,-0.1303074185261000E-05, 0.7651736776455000E-06, 0.1720746842149000E-10, 0.1718496133308000E-10             
   11,    4,-0.1574017521858000E-05,-0.6446923531845000E-06, 0.1613775103262000E-10, 0.1599627361129000E-10             
   11,    5, 0.1356400073490000E-05, 0.8993127658143001E-06, 0.1472294872440000E-10, 0.1471180115797000E-10             
   11,    6,-0.2447625879598001E-06, 0.2058112394858001E-07, 0.1323575455969000E-10, 0.1319162029316000E-10             
   11,    7, 0.6606378242443000E-06,-0.8648187443081000E-06, 0.1160117628532000E-10, 0.1160579595647000E-10             
   11,    8,-0.1182232763753000E-05, 0.7667456713003001E-06, 0.9851372105961998E-11, 0.9834608118553001E-11             
   11,    9,-0.4151054758149000E-06,-0.4195712901761000E-06, 0.8018929063549997E-11, 0.8020188203862000E-11             
   11,   10, 0.3327322787247000E-06, 0.1966754019844000E-05, 0.5712429925683001E-11, 0.5683150905056000E-11             
   11,   11,-0.4485423889965000E-07,-0.3234815191858000E-06, 0.2888626055159000E-11, 0.2887013730180000E-11             
   12,    0, 0.2603086516497000E-06, 0.0000000000000000E+00, 0.2109688496714000E-10, 0.0000000000000000E+00             
   12,    1,-0.1126800228693000E-05,-0.5125531353349999E-07, 0.2029064082066000E-10, 0.2037263285977000E-10             
   12,    2,-0.9758431888685999E-07, 0.5330944816138001E-06, 0.1966446926662000E-10, 0.2001206305336000E-10             
   12,    3,-0.1442066202677000E-05, 0.3146552598689000E-06, 0.1907902247567000E-10, 0.1906342271655000E-10             
   12,    4,-0.1014102012253000E-06, 0.1235852008969000E-06, 0.1808937830683000E-10, 0.1792274410625000E-10             
   12,    5, 0.7201835366046002E-06, 0.1001785767997000E-05, 0.1675348429149000E-10, 0.1673935500591001E-10             
   12,    6,-0.4031780753477000E-06,-0.1629952760286000E-05, 0.1532099020281000E-10, 0.1527433050815000E-10             
   12,    7, 0.4044577259455000E-06,-0.1127294700299000E-06, 0.1374716134988000E-10, 0.1374965665831000E-10             
   12,    8,-0.1603889988259000E-05,-0.3882986684130001E-06, 0.1208723735154000E-10, 0.1206923833230000E-10             
   12,    9, 0.7083524487016001E-06, 0.4768997302925000E-06, 0.1028939478748000E-10, 0.1028232414211000E-10             
   12,   10, 0.4881145599581000E-06, 0.1378428141639000E-05, 0.8417300785697998E-11, 0.8397590292765999E-11             
   12,   11, 0.8652909757823998E-06,-0.1654755363823000E-05, 0.6233576831544001E-11, 0.6209261716211000E-11             
   12,   12,-0.6654357368697999E-08,-0.8921756201323001E-07, 0.3505711105932000E-11, 0.3513454684120999E-11             
   13,    0,-0.4906145120844001E-06, 0.0000000000000000E+00, 0.2286724854549000E-10, 0.0000000000000000E+00             
   13,    1,-0.5695875079727002E-06, 0.2258557617903001E-06, 0.2222000052982001E-10, 0.2227931498801000E-10             
   13,    2, 0.1920050917969000E-06, 0.8537967493625999E-06, 0.2160389813899000E-10, 0.2201016050202000E-10             
   13,    3, 0.2160621642060000E-06, 0.1816089367882000E-06, 0.2108851424192000E-10, 0.2107705138113000E-10             
   13,    4, 0.1713389302466000E-06, 0.6898571344596999E-06, 0.2020333343451000E-10, 0.2000481586017000E-10             
   13,    5, 0.6108661199472000E-08,-0.4051339112704000E-06, 0.1888428431126000E-10, 0.1886122319403000E-10             
   13,    6, 0.4409612316412000E-07,-0.9327056225640000E-06, 0.1752720085299000E-10, 0.1747081614234000E-10             
   13,    7,-0.7710680350020999E-06, 0.3975486084011000E-06, 0.1595637998974000E-10, 0.1595926755876000E-10             
